,index,city_name,lon,lat,date,temperature,feels_like,wind,city,name,url,score,description,gps
501,505,"Marseille, Bouches-du-Rhône, Provence-Alpes-Côte d'Azur, France métropolitaine, 13000, France",48.6359541,5.3699525,2023-02-13 06:00:00,25.3,25.66,8.12,marseille,Hôtel Life Marseille VP - Vieux Port,https://www.booking.com/hotel/fr/alize.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQm4AQrIAQXYAQHoAQH4AQuIAgGoAgO4AvT8i50GwAIB0gIkZTU4MzUzNzEtOTg5YS00YjMxLWFmMzMtODI3OTdhMWJlYjhh2AIG4AIB&sid=1449f56c2ce827c6db3a5c751b61e5c2&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=18&sr_order=popularity&srpvid=ea595939018d00fc&srepoch=1671626483&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,8.3,Hôtel Life Marseille VP - Vieux Port is set in an 18th-century stone building opposite the Vieux Port in Marseille's city centre. ,"43.29443608,5.37478209"
502,506,"Marseille, Bouches-du-Rhône, Provence-Alpes-Côte d'Azur, France métropolitaine, 13000, France",48.6359541,5.3699525,2023-02-13 06:00:00,25.3,25.66,8.12,marseille,"T3 Tout confort, moderne, en centre ville",https://www.booking.com/hotel/fr/t3-tout-confort-moderne-en-centre-ville.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQm4AQrIAQXYAQHoAQH4AQuIAgGoAgO4AvT8i50GwAIB0gIkZTU4MzUzNzEtOTg5YS00YjMxLWFmMzMtODI3OTdhMWJlYjhh2AIG4AIB&sid=1449f56c2ce827c6db3a5c751b61e5c2&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=17&sr_order=popularity&srpvid=ea595939018d00fc&srepoch=1671626483&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,7.7,Managed by a private host,"43.30367285,5.36774382"
503,507,"Marseille, Bouches-du-Rhône, Provence-Alpes-Côte d'Azur, France métropolitaine, 13000, France",48.6359541,5.3699525,2023-02-13 06:00:00,25.3,25.66,8.12,marseille,Maison Juste,https://www.booking.com/hotel/fr/maison-juste.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQm4AQrIAQXYAQHoAQH4AQuIAgGoAgO4AvT8i50GwAIB0gIkZTU4MzUzNzEtOTg5YS00YjMxLWFmMzMtODI3OTdhMWJlYjhh2AIG4AIB&sid=1449f56c2ce827c6db3a5c751b61e5c2&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=20&sr_order=popularity&srpvid=ea595939018d00fc&srepoch=1671626483&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,9.0,"Situated in Marseille, near Saint-Ferreol Street, Vieux Port Metro station and Castellane Metro Station, Maison Juste features free WiFi, and guests can enjoy a shared lounge and a terrace. ","43.29233160,5.38200330"
504,508,"Marseille, Bouches-du-Rhône, Provence-Alpes-Côte d'Azur, France métropolitaine, 13000, France",48.6359541,5.3699525,2023-02-13 06:00:00,25.3,25.66,8.12,marseille,ibis Styles Marseille Gare Saint-Charles,https://www.booking.com/hotel/fr/hotel-marseille-st-charles.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQm4AQrIAQXYAQHoAQH4AQuIAgGoAgO4AvT8i50GwAIB0gIkZTU4MzUzNzEtOTg5YS00YjMxLWFmMzMtODI3OTdhMWJlYjhh2AIG4AIB&sid=1449f56c2ce827c6db3a5c751b61e5c2&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=16&sr_order=popularity&srpvid=ea595939018d00fc&srepoch=1671626483&from=searchresults#hotelTmpl,7.8,Hôtel ibis Styles Marseille Gare Saint-Charles is located opposite St-Charles SNCF Train Station and is an 8-minute walk from the Old Port. ,"43.30102178,5.38060784"
505,509,"Marseille, Bouches-du-Rhône, Provence-Alpes-Côte d'Azur, France métropolitaine, 13000, France",48.6359541,5.3699525,2023-02-13 06:00:00,25.3,25.66,8.12,marseille,Magnifique T5 (12pers) 129m²-Climatisé-Vieux-Port,https://www.booking.com/hotel/fr/magnifique-t5-12pers-129m2-climatise-vieux-port.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQm4AQrIAQXYAQHoAQH4AQuIAgGoAgO4AvT8i50GwAIB0gIkZTU4MzUzNzEtOTg5YS00YjMxLWFmMzMtODI3OTdhMWJlYjhh2AIG4AIB&sid=1449f56c2ce827c6db3a5c751b61e5c2&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=15&sr_order=popularity&srpvid=ea595939018d00fc&srepoch=1671626483&from=searchresults#hotelTmpl,8.0,Managed by a private host,"43.29927130,5.37804680"
506,510,"Marseille, Bouches-du-Rhône, Provence-Alpes-Côte d'Azur, France métropolitaine, 13000, France",48.6359541,5.3699525,2023-02-13 06:00:00,25.3,25.66,8.12,marseille,Sofitel Marseille Vieux-Port,https://www.booking.com/hotel/fr/sofitel-marseille-vieux-port.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQm4AQrIAQXYAQHoAQH4AQuIAgGoAgO4AvT8i50GwAIB0gIkZTU4MzUzNzEtOTg5YS00YjMxLWFmMzMtODI3OTdhMWJlYjhh2AIG4AIB&sid=1449f56c2ce827c6db3a5c751b61e5c2&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=19&sr_order=popularity&srpvid=ea595939018d00fc&srepoch=1671626483&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,8.3,"Boasting free access to a spa, sauna and hammam, Sofitel Marseille Vieux-Port also features 3 terraces overlooking Marseille's Old Port. ","43.29242722,5.36084533"
507,511,"Marseille, Bouches-du-Rhône, Provence-Alpes-Côte d'Azur, France métropolitaine, 13000, France",48.6359541,5.3699525,2023-02-13 06:00:00,25.3,25.66,8.12,marseille,Golden Tulip Marseille Euromed,https://www.booking.com/hotel/fr/golden-tulip.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQm4AQrIAQXYAQHoAQH4AQuIAgGoAgO4AvT8i50GwAIB0gIkZTU4MzUzNzEtOTg5YS00YjMxLWFmMzMtODI3OTdhMWJlYjhh2AIG4AIB&sid=1449f56c2ce827c6db3a5c751b61e5c2&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=21&sr_order=popularity&srpvid=ea595939018d00fc&srepoch=1671626483&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,7.7,"Situated just 500 metres from Les Terrasses du Port shopping centre in Marseille, Golden Tulip Marseille Euromed boasts sea views as well as free access to a fitness area, indoor pool and sun terrace....","43.30972177,5.36703444"
508,512,"Marseille, Bouches-du-Rhône, Provence-Alpes-Côte d'Azur, France métropolitaine, 13000, France",48.6359541,5.3699525,2023-02-13 06:00:00,25.3,25.66,8.12,marseille,Hôtel Maison Montgrand - Vieux Port,https://www.booking.com/hotel/fr/montgrand.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQm4AQrIAQXYAQHoAQH4AQuIAgGoAgO4AvT8i50GwAIB0gIkZTU4MzUzNzEtOTg5YS00YjMxLWFmMzMtODI3OTdhMWJlYjhh2AIG4AIB&sid=1449f56c2ce827c6db3a5c751b61e5c2&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=14&sr_order=popularity&srpvid=ea595939018d00fc&srepoch=1671626483&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,8.0,"Boasting a spacious terrace, a boules pitch and a concept store, the Hotel Montgrand House - Old Port with its 49 rooms and 13 apartments is located in the centre of Marseille, just 5 minutes' walk...","43.29096270,5.37642920"
509,513,"Marseille, Bouches-du-Rhône, Provence-Alpes-Côte d'Azur, France métropolitaine, 13000, France",48.6359541,5.3699525,2023-02-13 06:00:00,25.3,25.66,8.12,marseille,Mercure Marseille Canebière Vieux-Port,https://www.booking.com/hotel/fr/mercure-marseille-canebiere-vieux-port.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQm4AQrIAQXYAQHoAQH4AQuIAgGoAgO4AvT8i50GwAIB0gIkZTU4MzUzNzEtOTg5YS00YjMxLWFmMzMtODI3OTdhMWJlYjhh2AIG4AIB&sid=1449f56c2ce827c6db3a5c751b61e5c2&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=13&sr_order=popularity&srpvid=ea595939018d00fc&srepoch=1671626483&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,8.2,"Featuring a bar, shared lounge and views of city, Mercure Marseille Canebière Vieux-Port is located in Marseille, 2.3 km from Plage des Catalans. ","43.29698600,5.37932100"
510,514,"Marseille, Bouches-du-Rhône, Provence-Alpes-Côte d'Azur, France métropolitaine, 13000, France",48.6359541,5.3699525,2023-02-13 06:00:00,25.3,25.66,8.12,marseille,New Hotel Le Quai - Vieux Port,https://www.booking.com/hotel/fr/vieuxport.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQm4AQrIAQXYAQHoAQH4AQuIAgGoAgO4AvT8i50GwAIB0gIkZTU4MzUzNzEtOTg5YS00YjMxLWFmMzMtODI3OTdhMWJlYjhh2AIG4AIB&sid=1449f56c2ce827c6db3a5c751b61e5c2&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=12&sr_order=popularity&srpvid=ea595939018d00fc&srepoch=1671626483&from=searchresults#hotelTmpl,8.3,"New Hotel Le Quai - Vieux Port is located in central Marseille, overlooking the Old Port and La Canebière shopping street. This hotel offers soundproofed rooms with air-conditioning and satellite TV. ","43.29603122,5.37489071"
511,515,"Marseille, Bouches-du-Rhône, Provence-Alpes-Côte d'Azur, France métropolitaine, 13000, France",48.6359541,5.3699525,2023-02-13 06:00:00,25.3,25.66,8.12,marseille,"Sublime appart Bd Bompard cosy, vue mer, 2ch",https://www.booking.com/hotel/fr/sublime-appartement-cosy-vue-mer-corniche-centre.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQm4AQrIAQXYAQHoAQH4AQuIAgGoAgO4AvT8i50GwAIB0gIkZTU4MzUzNzEtOTg5YS00YjMxLWFmMzMtODI3OTdhMWJlYjhh2AIG4AIB&sid=1449f56c2ce827c6db3a5c751b61e5c2&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=10&sr_order=popularity&srpvid=ea595939018d00fc&srepoch=1671626483&from=searchresults#hotelTmpl,10,"Boasting sea views, Sublime appart Bd Bompard cosy, vue mer, 2ch features accommodation with a terrace and a kettle, around less than 1 km from Fausse Monnaie. ","43.28096330,5.36063040"
512,516,"Marseille, Bouches-du-Rhône, Provence-Alpes-Côte d'Azur, France métropolitaine, 13000, France",48.6359541,5.3699525,2023-02-13 06:00:00,25.3,25.66,8.12,marseille,Toyoko INN Marseille Saint Charles,https://www.booking.com/hotel/fr/toyoko-inn-marseille-saint-charles.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQm4AQrIAQXYAQHoAQH4AQuIAgGoAgO4AvT8i50GwAIB0gIkZTU4MzUzNzEtOTg5YS00YjMxLWFmMzMtODI3OTdhMWJlYjhh2AIG4AIB&sid=1449f56c2ce827c6db3a5c751b61e5c2&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=9&sr_order=popularity&srpvid=ea595939018d00fc&srepoch=1671626483&from=searchresults#hotelTmpl,7.8,"Set in Marseille, just a 5-minute walk from Marseille Saint Charles Train Station, Toyoko INN Marseille Saint Charles features a garden and free WiFi. The hotel is easily accessible from A7 highway. ","43.30422900,5.37662400"
513,517,"Marseille, Bouches-du-Rhône, Provence-Alpes-Côte d'Azur, France métropolitaine, 13000, France",48.6359541,5.3699525,2023-02-13 06:00:00,25.3,25.66,8.12,marseille,La Residence Du Vieux Port,https://www.booking.com/hotel/fr/hotel-la-residence-du-vieux-port.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQm4AQrIAQXYAQHoAQH4AQuIAgGoAgO4AvT8i50GwAIB0gIkZTU4MzUzNzEtOTg5YS00YjMxLWFmMzMtODI3OTdhMWJlYjhh2AIG4AIB&sid=1449f56c2ce827c6db3a5c751b61e5c2&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=11&sr_order=popularity&srpvid=ea595939018d00fc&srepoch=1671626483&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,8.6,La Résidence Du Vieux Port is set right on the banks of the Old Port in central Marseille. It offers modern rooms and suites with panoramic views of the city. Free WiFi access is available. ,"43.29653858,5.37270606"
514,518,"Marseille, Bouches-du-Rhône, Provence-Alpes-Côte d'Azur, France métropolitaine, 13000, France",48.6359541,5.3699525,2023-02-13 06:00:00,25.3,25.66,8.12,marseille,Le Plaisir 1827,https://www.booking.com/hotel/fr/le-plaisir-1827.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQm4AQrIAQXYAQHoAQH4AQuIAgGoAgO4AvT8i50GwAIB0gIkZTU4MzUzNzEtOTg5YS00YjMxLWFmMzMtODI3OTdhMWJlYjhh2AIG4AIB&sid=1449f56c2ce827c6db3a5c751b61e5c2&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=8&sr_order=popularity&srpvid=ea595939018d00fc&srepoch=1671626483&from=searchresults#hotelTmpl,9.1,Managed by a private host,"43.29653880,5.39137380"
515,519,"Marseille, Bouches-du-Rhône, Provence-Alpes-Côte d'Azur, France métropolitaine, 13000, France",48.6359541,5.3699525,2023-02-13 06:00:00,25.3,25.66,8.12,marseille,SUD PASSION - Sakakini - calme - 3 chambres - lumineux - fibre,https://www.booking.com/hotel/fr/sud-passion-sakakini-calme-3-chambres-lumineux-fibre.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQm4AQrIAQXYAQHoAQH4AQuIAgGoAgO4AvT8i50GwAIB0gIkZTU4MzUzNzEtOTg5YS00YjMxLWFmMzMtODI3OTdhMWJlYjhh2AIG4AIB&sid=1449f56c2ce827c6db3a5c751b61e5c2&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=7&sr_order=popularity&srpvid=ea595939018d00fc&srepoch=1671626483&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,10,Managed by a private host,"43.29916200,5.40154300"
516,520,"Marseille, Bouches-du-Rhône, Provence-Alpes-Côte d'Azur, France métropolitaine, 13000, France",48.6359541,5.3699525,2023-02-13 06:00:00,25.3,25.66,8.12,marseille,"Holiday Inn Express Marseille Saint Charles, an IHG Hotel",https://www.booking.com/hotel/fr/holiday-inn-express-marseille-saint-charles.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQm4AQrIAQXYAQHoAQH4AQuIAgGoAgO4AvT8i50GwAIB0gIkZTU4MzUzNzEtOTg5YS00YjMxLWFmMzMtODI3OTdhMWJlYjhh2AIG4AIB&sid=1449f56c2ce827c6db3a5c751b61e5c2&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=4&sr_order=popularity&srpvid=ea595939018d00fc&srepoch=1671626483&from=searchresults#hotelTmpl,7.8,Holiday Inn Express Marseille Saint Charles is opposite the train station and a 10-minute walk from the Vieux Port in Marseille’s city centre. It offers en suite rooms and free Wi-Fi. ,"43.30272424,5.37933044"
517,521,"Marseille, Bouches-du-Rhône, Provence-Alpes-Côte d'Azur, France métropolitaine, 13000, France",48.6359541,5.3699525,2023-02-13 06:00:00,25.3,25.66,8.12,marseille,Les Appartements du Vieux Port,https://www.booking.com/hotel/fr/les-jardins-du-ga-c-na-c-ral.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQm4AQrIAQXYAQHoAQH4AQuIAgGoAgO4AvT8i50GwAIB0gIkZTU4MzUzNzEtOTg5YS00YjMxLWFmMzMtODI3OTdhMWJlYjhh2AIG4AIB&sid=1449f56c2ce827c6db3a5c751b61e5c2&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=5&sr_order=popularity&srpvid=ea595939018d00fc&srepoch=1671626483&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,9.5,"Located in the centre of Marseille, Les Appartements du Vieux Port is 150 metres from the Old Port. The apartments offer free WiFi and a modern-style décor. ","43.29511690,5.37616630"
518,522,"Marseille, Bouches-du-Rhône, Provence-Alpes-Côte d'Azur, France métropolitaine, 13000, France",48.6359541,5.3699525,2023-02-13 06:00:00,25.3,25.66,8.12,marseille,Cocon au Soleil 1827,https://www.booking.com/hotel/fr/superbe-cocon-au-soleil-de-marseille.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQm4AQrIAQXYAQHoAQH4AQuIAgGoAgO4AvT8i50GwAIB0gIkZTU4MzUzNzEtOTg5YS00YjMxLWFmMzMtODI3OTdhMWJlYjhh2AIG4AIB&sid=1449f56c2ce827c6db3a5c751b61e5c2&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=6&sr_order=popularity&srpvid=ea595939018d00fc&srepoch=1671626483&from=searchresults#hotelTmpl,8.7,Managed by a private host,"43.29654954,5.39145293"
519,523,"Marseille, Bouches-du-Rhône, Provence-Alpes-Côte d'Azur, France métropolitaine, 13000, France",48.6359541,5.3699525,2023-02-13 06:00:00,25.3,25.66,8.12,marseille,LE PANIER ENCHANTÉ - Suites & Loft - Terrasse et patio au dessus du Vieux Port,https://www.booking.com/hotel/fr/le-panier-enchante-suites-amp-spa.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQm4AQrIAQXYAQHoAQH4AQuIAgGoAgO4AvT8i50GwAIB0gIkZTU4MzUzNzEtOTg5YS00YjMxLWFmMzMtODI3OTdhMWJlYjhh2AIG4AIB&sid=1449f56c2ce827c6db3a5c751b61e5c2&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=2&sr_order=popularity&srpvid=ea595939018d00fc&srepoch=1671626483&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,7.9,"Offering garden views, a garden and free WiFi, LE PANIER ENCHANTÉ - Suites & Loft - Terrasse et patio au dessus du Vieux Port offers accommodation ideally located in Marseille, within a short distance...","43.30009700,5.36758500"
520,524,"Marseille, Bouches-du-Rhône, Provence-Alpes-Côte d'Azur, France métropolitaine, 13000, France",48.6359541,5.3699525,2023-02-13 06:00:00,25.3,25.66,8.12,marseille,"Superbe appart 3 p, 10 mn de la plage avec piscine et parking",https://www.booking.com/hotel/fr/superbe-appart-3-p-10-mn-de-la-plage-avec-piscine.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQm4AQrIAQXYAQHoAQH4AQuIAgGoAgO4AvT8i50GwAIB0gIkZTU4MzUzNzEtOTg5YS00YjMxLWFmMzMtODI3OTdhMWJlYjhh2AIG4AIB&sid=1449f56c2ce827c6db3a5c751b61e5c2&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=3&sr_order=popularity&srpvid=ea595939018d00fc&srepoch=1671626483&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,9.0,Managed by a private host,"43.25053030,5.38148170"
521,525,"Aix-en-Provence, Bouches-du-Rhône, Provence-Alpes-Côte d'Azur, France métropolitaine, France",48.6359541,5.4474738,2023-02-13 06:00:00,25.36,25.7,8.09,aix en provence,Appart-Hypercentre-CLIM-2chbQuartierChic,https://www.booking.com/hotel/fr/bel-appartement-mirabeau.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQm4AQrIAQXYAQHoAQH4AQuIAgGoAgO4AvT8i50GwAIB0gIkZTU4MzUzNzEtOTg5YS00YjMxLWFmMzMtODI3OTdhMWJlYjhh2AIG4AIB&sid=1449f56c2ce827c6db3a5c751b61e5c2&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=25&sr_order=popularity&srpvid=027959390886013d&srepoch=1671626483&from=searchresults#hotelTmpl,8.3,"In the heart of Aix-en-Provence, set around 31 km from Marseille Saint-Charles Train Station, Appart-Hypercentre-CLIM-2chbQuartierChic offers free WiFi, air conditioning, and household amenities such...","43.52636334,5.44695853"
522,526,"Aix-en-Provence, Bouches-du-Rhône, Provence-Alpes-Côte d'Azur, France métropolitaine, France",48.6359541,5.4474738,2023-02-13 06:00:00,25.36,25.7,8.09,aix en provence,La Caravelle,https://www.booking.com/hotel/fr/la-caravelle-aix-en-provence.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQm4AQrIAQXYAQHoAQH4AQuIAgGoAgO4AvT8i50GwAIB0gIkZTU4MzUzNzEtOTg5YS00YjMxLWFmMzMtODI3OTdhMWJlYjhh2AIG4AIB&sid=1449f56c2ce827c6db3a5c751b61e5c2&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=24&sr_order=popularity&srpvid=027959390886013d&srepoch=1671626483&from=searchresults#hotelTmpl,7.7,"In the heart of Aix-en-Provence, the hotel La Caravelle welcomes you within an 8-minute walk of Cours Mirabeau, Granet Museum and Palais des Congres. ","43.52485921,5.45370072"
523,527,"Aix-en-Provence, Bouches-du-Rhône, Provence-Alpes-Côte d'Azur, France métropolitaine, France",48.6359541,5.4474738,2023-02-13 06:00:00,25.36,25.7,8.09,aix en provence,Golden Tulip Aix en Provence,https://www.booking.com/hotel/fr/golden-tulip-aix-en-provence.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQm4AQrIAQXYAQHoAQH4AQuIAgGoAgO4AvT8i50GwAIB0gIkZTU4MzUzNzEtOTg5YS00YjMxLWFmMzMtODI3OTdhMWJlYjhh2AIG4AIB&sid=1449f56c2ce827c6db3a5c751b61e5c2&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=23&sr_order=popularity&srpvid=027959390886013d&srepoch=1671626483&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,8.0,"Golden Tulip Aix en Provence is situated on the exit of the A8 and A51 motorways, just 10 minutes' drive from the centre of Aix-en-Provence and Paul Cézanne’s house. ","43.52879731,5.42567968"
524,528,"Aix-en-Provence, Bouches-du-Rhône, Provence-Alpes-Côte d'Azur, France métropolitaine, France",48.6359541,5.4474738,2023-02-13 06:00:00,25.36,25.7,8.09,aix en provence,Adonis Aix en Provence,https://www.booking.com/hotel/fr/adonis-aix.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQm4AQrIAQXYAQHoAQH4AQuIAgGoAgO4AvT8i50GwAIB0gIkZTU4MzUzNzEtOTg5YS00YjMxLWFmMzMtODI3OTdhMWJlYjhh2AIG4AIB&sid=1449f56c2ce827c6db3a5c751b61e5c2&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=22&sr_order=popularity&srpvid=027959390886013d&srepoch=1671626483&from=searchresults#hotelTmpl,6.9,"Adonis Aix is located at the foot of the Provençal Eguilles village, on the border of a golf club. It is a 10-minute drive from Aix en Provence. ","43.54124585,5.37295818"
525,529,"Aix-en-Provence, Bouches-du-Rhône, Provence-Alpes-Côte d'Azur, France métropolitaine, France",48.6359541,5.4474738,2023-02-13 06:00:00,25.36,25.7,8.09,aix en provence,La Suite Albertas,https://www.booking.com/hotel/fr/le-555-mirabeau.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQm4AQrIAQXYAQHoAQH4AQuIAgGoAgO4AvT8i50GwAIB0gIkZTU4MzUzNzEtOTg5YS00YjMxLWFmMzMtODI3OTdhMWJlYjhh2AIG4AIB&sid=1449f56c2ce827c6db3a5c751b61e5c2&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=21&sr_order=popularity&srpvid=027959390886013d&srepoch=1671626483&from=searchresults#hotelTmpl,8.9,"Situated in Aix-en-Provence, 100 metres from Cours Mirabeau, La Suite Albertas features a living room with a flat-screen TV. ","43.52741800,5.44769500"
526,530,"Aix-en-Provence, Bouches-du-Rhône, Provence-Alpes-Côte d'Azur, France métropolitaine, France",48.6359541,5.4474738,2023-02-13 06:00:00,25.36,25.7,8.09,aix en provence,B&B HOTEL Aix-en-Provence Le Tholonet,https://www.booking.com/hotel/fr/le-tholonet.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQm4AQrIAQXYAQHoAQH4AQuIAgGoAgO4AvT8i50GwAIB0gIkZTU4MzUzNzEtOTg5YS00YjMxLWFmMzMtODI3OTdhMWJlYjhh2AIG4AIB&sid=1449f56c2ce827c6db3a5c751b61e5c2&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=19&sr_order=popularity&srpvid=027959390886013d&srepoch=1671626483&from=searchresults#hotelTmpl,7.0,"Featuring free WiFi, B&B Hotel Aix en Provence Le Tholonet is a hotel in Les Artauds, 25 km from Marseille. Free private parking is available on site. ","43.51126943,5.48701439"
527,531,"Aix-en-Provence, Bouches-du-Rhône, Provence-Alpes-Côte d'Azur, France métropolitaine, France",48.6359541,5.4474738,2023-02-13 06:00:00,25.36,25.7,8.09,aix en provence,Negrecoste Hôtel & Spa,https://www.booking.com/hotel/fr/grand-negre-coste.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQm4AQrIAQXYAQHoAQH4AQuIAgGoAgO4AvT8i50GwAIB0gIkZTU4MzUzNzEtOTg5YS00YjMxLWFmMzMtODI3OTdhMWJlYjhh2AIG4AIB&sid=1449f56c2ce827c6db3a5c751b61e5c2&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=20&sr_order=popularity&srpvid=027959390886013d&srepoch=1671626483&from=searchresults#hotelTmpl,7.7,"Negrecoste Hôtel & Spa is an 18th century hotel with a sun terrace, set in the heart of the Cours Mirabeau, a 10-minute walk from Aix-en-Provence SNCF Train and Bus Station. ","43.52684969,5.44901088"
